BR;UF ;Tipo de trecho;Código;Local de Início;Local de Fim;km inicial;km final;Extensão;Superfície Federal;Obras;Federal Coincidente;Administração;Ato legal;Estadual Coincidente;Superfície Est. Coincidente;Jurisdição;Superfície;Unidade Local
265;MG;Eixo Principal;265BMG0090;ENTR MG-285 (P/PIRAÚBA);ENTR MG-133 (RIO POMBA);108,4;118,1;9,7;PLA;;265BMG0090;Estadual;;MG-265;PAV;Estadual;PLA;
265;MG;Eixo Principal;265BMG0110;ENTR MG-133 (RIO POMBA);ACESSO MERCÊS;118,1;139;20,9;PLA;;265BMG0110;Estadual;;MG-265;PAV;Estadual;PLA;
265;MG;Eixo Principal;265BMG0125;ACESSO MERCÊS;ENTR MG-448/452 (P/PAIVA);139;151,3;12,3;PLA;;265BMG0125;Estadual;;MG-265;PAV;Estadual;PLA;
265;MG;Eixo Principal;265BMG0130;ENTR MG-448/452 (P/PAIVA);ENTR MG-132 (DESTÊRRO DO MELO);151,3;175,6;24,3;PLA;;265BMG0130;Federal;;;;Federal;PLA;
265;MG;Eixo Principal;265BMG0150;ENTR MG-132 (DESTÊRRO DO MELO);PINHEIRO GROSSO;175,6;201,7;26,1;PLA;;265BMG0150;Estadual;;MG-265;PAV;Estadual;PLA;
265;MG;Eixo Principal;265BMG0160;PINHEIRO GROSSO;ENTR BR-040;201,7;206,6;4,9;PLA;;265BMG0160;Estadual;;MG-265;PAV;Estadual;PLA;
265;MG;Eixo Principal;265BMG0170;ENTR BR-040;ENTR MG-135/338 (BARBACENA);206,6;211;4,4;PAV;;265BMG0170;Federal;;;;Federal;PAV;Juiz de Fora
265;MG;Eixo Principal;265BMG0190;ENTR MG-135/338 (BARBACENA);ACESSO TIRADENTES;211;256,6;45,6;PAV;;265BMG0190;Federal;;;;Federal;PAV;Juiz de Fora
265;MG;Eixo Principal;265BMG0205;ACESSO TIRADENTES;ENTR BR-383(A)/494(A) (SÃO JOÃO DEL REY);256,6;261,4;4,8;PAV;;265BMG0205;Federal;;;;Federal;PAV;Juiz de Fora
265;MG;Eixo Principal;265BMG0210;ENTR BR-383(A)/494(A) (SÃO JOÃO DEL REY);ENTR BR-383(B)/494(B) (P/MADRE DE DEUS DE MINAS);261,4;274,3;12,9;PAV;;"265BMG0210;383BMG0115;494BMG0115";Federal;;;;Federal;PAV;Juiz de Fora
265;MG;Eixo Principal;265BMG0220;ENTR BR-383(B)/494(B) (P/MADRE DE DEUS DE MINAS);ENTR MG-332 (P/NAZARENO);274,3;300,3;26;PAV;;265BMG0220;Federal;;;;Federal;PAV;Juiz de Fora
265;MG;Eixo Principal;265BMG0225;ENTR MG-332 (P/NAZARENO);ENTR MG-451 (ITUTINGA);300,3;309,5;9,2;PAV;;265BMG0225;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0230;ENTR MG-451 (ITUTINGA);ENTR BR-354 (LAVRAS);309,5;346,7;37,2;PAV;;265BMG0230;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0250;ENTR BR-354 (LAVRAS);ENTR MG-335;346,7;350,2;3,5;PAV;;265BMG0250;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0255;ENTR MG-335;ACESSO RIBEIRÃO VERMELHO;350,2;357,5;7,3;DUP;;265BMG0255;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0260;ACESSO RIBEIRÃO VERMELHO;VIADUTO SOBRE BR-381(A);357,5;364,6;7,1;DUP;;265BMG0260;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0264;VIADUTO SOBRE BR-381(A);ENTR BR-381(A) (P/ PERDÕES);364,6;365,2;0,6;PAV;;265BMG0264;Concessão Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0265;ENTR BR-381(A) (P/PERDÕES);ENTR BR-381(B) (P/CARMO DA CACHOEIRA);365,2;370;4,8;DUP;;"265BMG0265;381BMG0660";Concessão Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0266;ENTR BR-381(B) (P/CARMO DA CACHOEIRA);ACESSO ALÇA VIÁRIA;370;370,3;0,3;PAV;;"265BMG0266;381BMG0665";Concessão Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0270;ACESSO ALÇA VIÁRIA;NEPOMUCENO;370,3;382;11,7;PAV;;265BMG0270;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0290;NEPOMUCENO;ACESSO COQUEIRAL;382;404,4;22,4;PAV;;265BMG0290;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0305;ACESSO COQUEIRAL;ENTR MG-167 (SANTANA DA VARGEM);404,4;415,3;10,9;PAV;;265BMG0305;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0310;ENTR MG-167 (SANTANA DA VARGEM);ENTR BR-369(A) (P/ALFENAS);415,3;427,3;12;PAV;;265BMG0310;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0311;ENTR BR-369(A) (P/ALFENAS);BOA ESPERANÇA;427,3;435,6;8,3;PAV;;"265BMG0311;369BMG0051";Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0330;BOA ESPERANÇA;ENTR BR-369(B) (P/ CAMPO BELO);435,6;441,9;6,3;PAV;;"265BMG0330;369BMG0050";Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0350;ENTR BR-369(B) (P/ CAMPO BELO);(INICIO TRAV URBANA DE ILICÍNEA);441,9;473,5;31,6;PAV;;265BMG0350;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0360;(INICIO TRAV URBANA DE ILICÍNEA);ENTR MG-170 (FIM TRAV URBANA DE ILICÍNEA);473,5;484,2;10,7;PAV;;265BMG0360;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0370;FIM TRAV URBANA DE ILICÍNEA;ENTR MG-265(A);484,2;528;43,8;PAV;;265BMG0370;Federal;;;;Federal;PAV;Oliveira
265;MG;Eixo Principal;265BMG0390;ENTR MG-265(A);ENTR MG-265(B) (P/ALPINÓPOLIS);528;546,8;18,8;PLA;;265BMG0390;Estadual;;MG-265;PAV;Estadual;PLA;
265;MG;Eixo Principal;265BMG0400;ENTR MG-265(B) (P/ALPINÓPOLIS);ACESSO A ALPINÓPOLIS;546,8;550,7;3,9;IMP;EOP;265BMG0400;Federal;;;;Federal;N_PAV;Passos
265;MG;Eixo Principal;265BMG0410;ACESSO A ALPINÓPOLIS;ENTR BR-146(A);550,7;569,8;19,1;IMP;EOP;265BMG0410;Federal;;;;Federal;N_PAV;Passos
265;MG;Eixo Principal;265BMG0412;ENTR BR-146(A);ACESSO P/ BOM JESUS DA PENHA;569,8;571,9;2,1;PAV;;"146BMG0210;265BMG0412";Federal;;;;Federal;PAV;Passos
265;MG;Eixo Principal;265BMG0415;ACESSO P/ BOM JESUS DA PENHA;ENTR BR-146(B);571,9;574;2,1;IMP;EOP;"146BMG0220;265BMG0415";Federal;;;;Federal;N_PAV;Passos
265;MG;Eixo Principal;265BMG0417;ENTR BR-146(B);ACESSO P/ JACUÍ;574;603;29;IMP;EOP;265BMG0417;Federal;;;;Federal;N_PAV;Passos
265;MG;Eixo Principal;265BMG0420;ACESSO P/ JACUÍ;ACESSO P/ SÃO SEBASTIÃO DO PARAÍSO;603;631;28;PAV;;265BMG0420;Federal;;;;Federal;PAV;Passos
265;MG;Eixo Principal;265BMG0440;ACESSO P/ SÃO SEBASTIÃO DO PARAÍSO;ENTR BR-491/MG-050 (SÃO SEBASTIÃO DO PARAÍSO);631;634,9;3,9;PAV;;265BMG0440;Federal;;;;Federal;PAV;Passos
265;MG;Eixo Principal;265BMG0470;ENTR BR-491/MG-050 (SÃO SEBASTIÃO DO PARAÍSO);ACESSO ITAMOGI;634,9;646,5;11,6;PAV;;265BMG0470;Convênio de Administração;;;;Federal;PAV;Passos
265;MG;Eixo Principal;265BMG0480;ACESSO ITAMOGI;DIV MG/SP;646,5;657,3;10,8;PAV;;265BMG0480;Convênio de Administração;;;;Federal;PAV;Passos
265;SP;Eixo Principal;265BSP0490;DIV MG/SP;ENTR SP-338;0;16,4;16,4;PLA;;265BSP0490;Estadual;;SP-351;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0510;ENTR SP-338;ACESSO ALTINÓPOLIS;16,4;25;8,6;PLA;;265BSP0510;Estadual;;SP-351;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0515;ACESSO ALTINÓPOLIS;ENTR SP-334 (BATATAIS);25;52;27;PLA;;265BSP0515;Estadual;;SP-351;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0530;ENTR SP-334 (BATATAIS);ENTR SP-328;52;77;25;PLA;;265BSP0530;Federal;;;;Federal;PLA;
265;SP;Eixo Principal;265BSP0545;ENTR SP-328;ENTR BR-050 (PORANGABA);77;83;6;PLA;;265BSP0545;Federal;;;;Federal;PLA;
265;SP;Eixo Principal;265BSP0550;ENTR BR-050 (PORANGABA);ENTR SP-322 (PITANGUEIRAS);83;125;42;PLA;;265BSP0550;Federal;;;;Federal;PLA;
265;SP;Eixo Principal;265BSP0570;ENTR SP-322 (PITANGUEIRAS);ENTR SP-351(A);125;150,7;25,7;PLA;;265BSP0570;Estadual;;SP-322;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0585;ENTR SP-351(A);ENTR BR-364;150,7;151,9;1,2;PLA;;265BSP0585;Estadual;;SP-322;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0590;ENTR BR-364;ENTR SP-351(B) (BEBEDOURO);151,9;156,3;4,4;PLA;;265BSP0590;Estadual;;SP-322;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0610;ENTR SP-351(B) (BEBEDOURO);ENTR SP-373 (P/SEVERÍNIA);156,3;192,6;36,3;PLA;;265BSP0610;Estadual;;SP-322;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0623;ENTR SP-373 (P/SEVERÍNIA);ACESSO OLÍMPIA (I);192,6;204,1;11,5;PLA;;265BSP0623;Estadual;;SP-322;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0625;ACESSO OLÍMPIA (I);ENTR SP-425;204,1;210,4;6,3;PLA;;265BSP0625;Estadual;;SP-322;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0630;ENTR SP-425;ACESSO OLÍMPIA (II);210,4;211,9;1,5;PLA;;265BSP0630;Estadual;;SP-425;PAV;Estadual;PLA;
265;SP;Eixo Principal;265BSP0640;ACESSO OLÍMPIA (II);FIM DA PISTA DUPLA;211,9;215,7;3,8;PLA;;265BSP0640;Estadual;;SP-425;DUP;Estadual;PLA;
265;SP;Eixo Principal;265BSP0650;FIM DA PISTA DUPLA;ENTR BR-153/456 (SÃO JOSÉ DO RIO PRETO);215,7;259,2;43,5;PLA;;265BSP0650;Estadual;;SP-425;PAV;Estadual;PLA;
267;MS;Acesso;267AMS1005;ENTR BR-267 (P/PONTE INTERNACIONAL);DIQUE PORTO MURTINHO;0;2,7;2,7;PAV;;267AMS1005;Federal;;;;Federal;PAV;Jardim
267;MS;Acesso;267AMS1010;DIQUE PORTO MURTINHO;FRONT BRASIL/PARAGUAI (PORTO MURTINHO);2,7;4,5;1,8;PAV;;267AMS1010;Federal;;;;Federal;PAV;Jardim
267;MG;Eixo Principal;267BMG0010;ENTR BR-116(A)/120 (LEOPOLDINA);ENTR BR-116(B);0;7,63;7,63;PAV;;"116BMG1430;267BMG0010";Federal;;;;Federal;PAV;Leopoldina
267;MG;Eixo Principal;267BMG0030;ENTR BR-116(B);ENTR MG-126 (BICAS);7,63;60,7;53,07;PAV;;267BMG0030;Federal;;;;Federal;PAV;Leopoldina
267;MG;Eixo Principal;267BMG0050;ENTR MG-126 (BICAS);ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA(B);60,7;91,9;31,2;PAV;;267BMG0050;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0060;ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA(A);ENTR AV. PRES ITAMAR FRANCO (JUIZ DE FORA);91,9;99,4;7,5;PAV;;267BMG0060;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0070;ENTR AV. PRES ITAMAR FRANCO (JUIZ DE FORA);ENTR BR-440/MG-353 (JUIZ DE FORA) *TRECHO MUNICIPAL*;99,4;101,7;2,3;PAV;;267BMG0070;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0090;ENTR BR-440/MG-353 (JUIZ DE FORA);ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA(B) *TRECHO MUNICIPAL*;101,7;110,6;8,9;PAV;;267BMG0090;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0110;ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA(B);ENTR BR-040(A);110,6;114,2;3,6;PAV;;267BMG0110;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0120;ENTR BR-040(A);ENTR BR-040(B);114,2;117,4;3,2;PAV;;"040BMG0590;267BMG0120";Concessão Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0130;ENTR BR-040(B);ENTR MG-135;117,4;137,1;19,7;PAV;;267BMG0130;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0140;ENTR MG-135;ACESSO LIMA DUARTE;137,1;161,3;24,2;PAV;;267BMG0140;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0150;ACESSO LIMA DUARTE;ENTR MG-457 (BOM JARDIM DE MINAS);161,3;212,3;51;PAV;;267BMG0150;Federal;;;;Federal;PAV;Juiz de Fora
267;MG;Eixo Principal;267BMG0165;ENTR MG-457 (BOM JARDIM DE MINAS);ENTR BR-494 (P/ ARANTINA);212,3;215,5;3,2;PAV;;267BMG0165;Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0168;ENTR BR-494 (P/ ARANTINA);ENTR MG-814 (P/ LIBERDADE);215,5;231,8;16,3;PAV;;267BMG0168;Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0172;ENTR MG-814 (P/ LIBERDADE);ACESSO P/ CARVALHOS;231,8;250,2;18,4;PAV;;267BMG0172;Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0175;ACESSO P/ CARVALHOS;ACESSO P/ SERITINGA;250,2;253,7;3,5;PAV;;267BMG0175;Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0180;ACESSO P/ SERITINGA;ACESSO P/ AIURUOCA;253,7;269,7;16;PAV;;267BMG0180;Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0190;ACESSO P/ AIURUOCA;ENTR BR-354(A)/383(A) (P/ CRUZÍLIA);269,7;290,2;20,5;PAV;;267BMG0190;Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0210;ENTR BR-354(A)/383(A) (P/ CRUZÍLIA);ACESSO BAEPENDI;290,2;296,3;6,1;PAV;;"267BMG0210;354BMG0470;383BMG0190";Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0230;ACESSO BAEPENDI;ENTR BR-354(B) (CAXAMBÚ);296,3;303,3;7;PAV;;"267BMG0230;354BMG0490;383BMG0210";Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0240;ENTR BR-354(B) (CAXAMBÚ);ENTR BR-383(B);303,3;309,4;6,1;PLA;;"267BMG0240;383BMG0220";Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0250;ENTR BR-383(B);ACESSO CONCEIÇÃO DO RIO VERDE;309,4;326,6;17,2;PLA;;267BMG0250;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0270;ACESSO CONCEIÇÃO DO RIO VERDE;ENTR BR-460;326,6;344;17,4;PLA;;267BMG0270;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0290;ENTR BR-460;ENTR MG-167 (CAMBUQUIRA);344;353,2;9,2;PLA;;267BMG0290;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0310;ENTR MG-167 (CAMBUQUIRA);CAMPANHA;353,2;365;11,8;PLA;;267BMG0310;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0330;CAMPANHA;ENTR BR-381 (PALMELA);365;372,1;7,1;PLA;;267BMG0330;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0350;ENTR BR-381 (PALMELA);MONSENHOR PAULO;372,1;387,1;15;PLA;;267BMG0350;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0360;MONSENHOR PAULO;CARVALHÓPOLIS;387,1;423,1;36;PLA;;267BMG0360;Federal;;;;Federal;PLA;
267;MG;Eixo Principal;267BMG0370;CARVALHÓPOLIS;ENTR MG-179/453 (MACHADO);423,1;435,1;12;PLA;;267BMG0370;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0390;ENTR MG-179/453 (MACHADO);ACESSO SERRANIA;435,1;451,6;16,5;PLA;;267BMG0390;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0393;ACESSO SERRANIA;ENTR BR-146(A);451,6;499,2;47,6;PLA;;267BMG0393;Estadual;;MG-267;PAV;Estadual;PLA;
267;MG;Eixo Principal;267BMG0400;ENTR BR-146(A);ENTR BR-459(A);499,2;510,9;11,7;PAV;;"146BMG0290;267BMG0400";Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0405;ENTR BR-459(A);FIM DO TRECHO DUPLICADO *TRECHO URBANO*;510,9;513,4;2,5;PAV;;"146BMG0295;267BMG0405;459BMG0010";Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0410;FIM DO TRECHO DUPLICADO;ENTR R. LUIZ CASSARO/BR-459(B) (DEER POÇOS DE CALDAS);513,4;518,7;5,3;DUP;;"146BMG0300;267BMG0410;459BMG0005";Federal;;;;Federal;PAV;Caxambu
267;MG;Eixo Principal;267BMG0420;ENTR R. LUIZ CASSARO/BR-459(B) (DEER POÇOS DE CALDAS);ENTR BR-146(B) (POÇOS DE CALDAS) *TRECHO MUNICIPAL*;518,7;520,9;2,2;PLA;;"146BMG0302;267BMG0420";Estadual;;MG-146;DUP;Estadual;PLA;
267;MG;Eixo Principal;267BMG0430;ENTR BR-146(B) (POÇOS DE CALDAS);DIV MG/SP;520,9;534;13,1;PLA;;267BMG0430;Estadual;;MG-267;DUP;Estadual;PLA;
267;MS;Eixo Principal;267BMS0870;DIV SP/MS (INÍCIO TRAVESSIA RIO PARANÁ);FIM TRAV RIO PARANÁ (PONTE M. JOPPERT);0;2,5;2,5;PAV;;267BMS0870;Federal;;;;Federal;PAV;Três Lagoas
267;MS;Eixo Principal;267BMS0880;FIM TRAV RIO PARANÁ (PONTE M. JOPPERT);INCÍO DA PISTA DUPLA;2,5;27,2;24,7;PAV;;267BMS0880;Federal;;;;Federal;PAV;Três Lagoas
267;MS;Eixo Principal;267BMS0885;INCÍO DA PISTA DUPLA;FIM PISTA DUPLA (BATAGUASSU);27,2;30,2;3;DUP;;267BMS0885;Federal;;;;Federal;PAV;Três Lagoas
267;MS;Eixo Principal;267BMS0890;FIM PISTA DUPLA (BATAGUASSU);ENTR MS-134 (CASA VERDE);30,2;123,8;93,6;PAV;;267BMS0890;Federal;;;;Federal;PAV;Três Lagoas
267;MS;Eixo Principal;267BMS0910;ENTR MS-134 (CASA VERDE);FIM DUPLICAÇÃO (CASA VERDE);123,8;124,8;1;DUP;;267BMS0910;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0915;FIM DUPLICAÇÃO (CASA VERDE);ENTR MS-141 (P/ ANGÉLICA);124,8;135,6;10,8;PAV;;267BMS0915;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0920;ENTR MS-141 (P/ ANGÉLICA);ENTR MS-145;135,6;189,2;53,6;PAV;;267BMS0920;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0930;ENTR MS-145;ENTR MS-375 (ZUZU);189,2;222,9;33,7;PAV;;267BMS0930;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0950;ENTR MS-375 (ZUZU);INÍCIO DUPLICAÇÃO (NOVA ALVORADA DO SUL);222,9;246,7;23,8;PAV;;267BMS0950;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0952;INÍCIO DUPLICAÇÃO (NOVA ALVORADA DO SUL);ENTR BR-163(A) (NOVA ALVORADA DO SUL);246,7;248,1;1,4;DUP;;267BMS0952;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0954;ENTR BR-163(A) (NOVA ALVORADA DO SUL);PONTE S/RIO VACARIA (AROEIRA);248,1;268,2;20,1;PAV;;"163BMS0360;267BMS0954";Concessão Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0960;PONTE S/RIO VACARIA (AROEIRA);ENTR BR-163(B) (RIO BRILHANTE);268,2;289;20,8;PAV;;"163BMS0334;267BMS0960";Concessão Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0972;ENTR BR-163(B) (RIO BRILHANTE);ENTR MS-156;289;297;8;PAV;;267BMS0972;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0975;ENTR MS-156;ENTR MS-470 (P/PIRAPORA);297;342,6;45,6;PAV;;267BMS0975;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0980;ENTR MS-470 (P/PIRAPORA);ENTR MS-157 (P/ITAPORÃ);342,6;357,8;15,2;PAV;;267BMS0980;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0985;ENTR MS-157 (P/ITAPORÃ);ENTR MS-162(A);357,8;360,6;2,8;PAV;;267BMS0985;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0990;ENTR MS-162(A);INÍCIO DA PISTA DUPLA;360,6;361,3;0,7;PAV;;267BMS0990;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS0995;INÍCIO DA PISTA DUPLA;ENTR R. 11 DE JUNHO (ACESSO À MARACAJÚ);361,3;364,5;3,2;DUP;;267BMS0995;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS1000;ENTR R. 11 DE JUNHO (ACESSO À MARACAJÚ);FIM DA PISTA DUPLA (ENTR MS-162- CONTORNO MARACAJÚ);364,5;367,8;3,3;DUP;;267BMS1000;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS1010;FIM DA PISTA DUPLA (ENTR MS-162- CONTORNO MARACAJÚ);ENTR MS-164 (P/VISTA ALEGRE);367,8;395,3;27,5;PAV;;267BMS1010;Federal;;;;Federal;PAV;Dourados
267;MS;Eixo Principal;267BMS1030;ENTR MS-164 (P/VISTA ALEGRE);ENTR MS-166 (POSTO POLACO);395,3;417;21,7;PAV;;267BMS1030;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1050;ENTR MS-166 (POSTO POLACO);ENTR BR-060(A)/419(A);417;469;52;PAV;;267BMS1050;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1052;ENTR BR-060(A)/419(A);INÍCIO DA PISTA DUPLA;469;473;4;PAV;;"060BMS0612;267BMS1052;419BMS0152";Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1060;INÍCIO DA PISTA DUPLA;ENTR MS-382 (GUIA LOPES DA LAGUNA )(FIM PISTA DUPLA);473;476,6;3,6;DUP;;"060BMS0620;267BMS1060;419BMS0160";Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1070;ENTR MS-382 (GUIA LOPES DA LAGUNA )(FIM PISTA DUPLA);ENTR BR-060(B)/419(B) (JARDIM);476,6;480,5;3,9;PAV;;"060BMS0630;267BMS1070;419BMS0170";Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1090;ENTR BR-060(B)/419(B) (JARDIM);ENTR MS-178 (P/BONITO);480,5;515,6;35,1;PAV;;267BMS1090;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1110;ENTR MS-178 (P/BONITO);ENTR MS-472 (P/BELA VISTA);515,6;532,3;16,7;PAV;;267BMS1110;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1115;ENTR MS-472 (P/BELA VISTA);INÍCIO PONTE S/RIO PERDIDO;532,3;604,6;72,3;PAV;;267BMS1115;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1120;INÍCIO PONTE S/RIO PERDIDO;ENTR MS-384 (P/CARACOL);604,6;611,1;6,5;PAV;;267BMS1120;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1122;ENTR MS-384 (P/CARACOL);ENTR MS-467;611,1;647,4;36,3;PAV;;267BMS1122;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1130;ENTR MS-467;ACESSO A PORTO MURTINHO;647,4;678,1;30,7;PAV;;267BMS1130;Federal;;;;Federal;PAV;Jardim
267;MS;Eixo Principal;267BMS1145;ACESSO APORTO MURTINHO;FRONT BRASIL/PARAGUAI;678,1;691,2;13,1;PLA;;267BMS1145;Federal;;;;Federal;PLA;
267;SP;Eixo Principal;267BSP0450;DIV MG/SP;ENTR SP-344(A) (P/VARGEM GRANDE DO SUL);0;27,7;27,7;PLA;;267BSP0450;Estadual;;SP-215;PAV;Estadual;PLA;
267;SP;Eixo Principal;267BSP0465;ENTR SP-344(A) (P/VARGEM GRANDE DO SUL);ENTR SP-344(B);27,7;30;2,3;PLA;;267BSP0465;Estadual;;SP-215;PAV;Estadual;PLA;
267;SP;Eixo Principal;267BSP0470;ENTR SP-344(B);ENTR BR-369(A)/SP-340(A);30;50;20;PLA;;267BSP0470;Estadual;;SP-215;PAV;Estadual;PLA;
267;SP;Eixo Principal;267BSP0490;ENTR BR-369(A)/SP-340(A);ENTR SP-340(B) (CASA BRANCA);50;51,8;1,8;PLA;;"267BSP0490;369BSP0210";Estadual;;SP-215;PAV;Estadual;PLA;
267;SP;Eixo Principal;267BSP0510;ENTR SP-340(B) (CASA BRANCA);ENTR SP-332 (SANTA CRUZ DAS PALMEIRAS);51,8;71;19,2;PLA;;"267BSP0510;369BSP0230";Estadual;;SP-215;PAV;Estadual;PLA;
267;SP;Eixo Principal;267BSP0525;ENTR SP-332 (SANTA CRUZ DAS PALMEIRAS);ENTR BR-369(B);71;76;5;PLA;;"267BSP0525;369BSP0243";Estadual;;SP-215;PAV;Estadual;PLA;
267;SP;Eixo Principal;267BSP0530;ENTR BR-369(B);ENTR BR-050(A) (PORTO FERREIRA);76;97,5;21,5;PLA;;267BSP0530;Estadual;;SP-215;PAV;Estadual;PLA;
267;SP;Eixo Principal;267BSP0540;ENTR BR-050(A) (PORTO FERREIRA);ENTR BR-050(B);97,5;99,7;2,2;PLA;;"050BSP0487;267BSP0540";Estadual;;SP-330;DUP;Estadual;PLA;
267;SP;Eixo Principal;267BSP0550;ENTR BR-050(B);ENTR BR-364(A) (SÃO CARLOS);99,7;146,8;47,1;PLA;;267BSP0550;Estadual;;SP-215;PAV;Estadual;PLA;
